사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2023-03,9호선,4122,신반포,0,0,568,888,2230,12891,6859,8653,8524,10437,5767,6304,4808,6029,4435,4179,5296,4517,5786,5904,5464,5943,8521,6360,15403,6635,13854,7019,10756,9876,6181,7300,4513,3968,4270,3723,2901,3676,830,2231,163,557,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4123,고속터미널,25,1,2229,1524,5834,17211,18944,20899,24423,30299,20314,31796,18191,36790,20008,37864,22307,37020,25100,40054,28217,42006,32734,43748,37206,47621,41323,51051,39763,56718,33770,37788,30257,24097,22072,20732,18672,19933,6960,9348,887,1755,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4124,사평,2,0,800,173,3389,1658,12292,5821,15056,8560,9014,4139,6988,3552,5690,3949,5954,4655,5908,5300,5406,6060,6093,6200,8558,8039,8061,9856,8685,12047,5232,10272,3469,6167,2586,5782,1959,6032,740,3187,167,929,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선,4125,신논현,55,0,4229,1411,13519,14193,34394,41871,46810,93158,33446,100027,28710,56571,32908,44111,38462,42064,42529,48012,45726,45573,50988,44920,62156,53755,84606,70212,110809,101891,80849,60136,62224,31576,67446,26940,60088,23613,30779,14027,4818,3503,2,633,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4201,서울역,308,2,3378,1782,3723,14242,12416,22364,16065,30159,14373,26799,15119,19702,16750,19509,20974,20571,25403,18923,18079,14945,29341,17079,30575,17538,36016,21032,38217,22014,28793,19381,21836,12495,23856,10587,16977,8397,9426,3746,146,2385,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4202,공덕,62,0,1960,138,2621,1795,6881,4256,6533,11854,3909,6169,3329,3779,3341,3889,3140,4083,3455,4315,3077,4016,2987,4549,4072,5657,6221,8932,10179,13530,4516,9188,3883,5189,3501,5115,2942,5127,1585,3767,71,1544,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4203,홍대입구,265,28,5052,380,5914,3758,11691,10830,14551,26709,12166,27933,12534,22667,13627,25725,15354,29666,17368,31459,20009,27267,24745,28184,30628,29966,38850,34708,43613,42834,35167,28875,32995,15131,37462,12136,33557,11046,15823,7983,1372,2405,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4204,디지털미디어시티,132,1,3841,1110,8410,7942,21606,32957,22485,98130,13409,45341,9347,16975,10556,12660,11237,12982,12857,13483,12806,10867,14458,11684,20480,13161,51325,19691,94075,28734,37459,19809,22110,11420,19575,9489,18107,9379,7723,5888,908,2681,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4206,마곡나루(서울식물원),10,2,2586,1088,5420,13829,16342,31765,17303,74917,9504,30904,6185,11380,6658,6809,7844,7443,7932,8483,7807,7505,11586,7320,21128,8613,58884,12887,56222,19002,21406,13490,13602,7966,11713,7242,8529,7543,2807,4598,431,2662,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4207,김포공항,17,0,2205,2180,3895,12632,7188,22959,15505,20451,16053,10805,17390,11620,20843,11937,19116,12334,23244,11509,23338,10994,21765,10236,17578,12135,25769,13853,31753,12583,19180,7802,16630,3469,20743,1919,21214,1834,5350,1162,125,630,2,21,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4208,계양,18,0,12098,951,35967,3465,79739,5069,63008,7281,36195,6471,23384,4948,19789,5630,17718,6466,14353,9508,12206,11716,11866,15293,14149,21834,14041,32482,10187,56629,6721,56880,4547,32092,3484,28509,2588,27423,1240,16999,187,5277,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4209,검암,945,1,7947,427,15131,2621,38295,8022,27862,15500,13892,5528,10245,3940,9838,3913,8655,4718,7730,5477,6762,6152,6592,7384,8397,10694,9745,14631,12402,25650,4768,28394,3671,15559,3213,13317,2387,12728,1123,9908,168,4819,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4210,청라국제도시,55,0,5577,178,18961,4072,34935,8179,22458,19330,12817,5809,9683,3757,10113,3751,8300,4244,7732,5554,6963,6212,7297,6741,10061,10202,15547,15672,20175,23441,6695,26938,4302,14803,3478,13418,2876,14360,1026,8679,167,3759,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4211,운서,93,4,13041,846,21036,7572,32157,12267,29016,13160,14372,11104,13997,5795,15389,7040,15532,7992,12064,9108,11104,11192,11629,12958,14791,16046,17521,21935,14717,33963,7528,25167,6787,21275,6933,20181,5300,19077,2574,14953,229,5089,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4212,공항화물청사,1,0,538,753,1292,7595,2151,13246,2403,23274,1589,3428,772,1885,755,2661,1179,2844,1345,1333,1985,1043,3531,796,5292,1205,11439,1895,17767,1159,3921,1231,2474,1612,2774,960,2653,396,559,173,13,71,1,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4213,인천공항1터미널,0,0,7250,8330,12370,18128,15383,34533,18476,31073,17202,20808,11918,19683,14899,22670,19005,29382,20873,22103,26768,22051,32089,18643,31445,19787,30139,20112,35075,15510,23716,12662,19697,8650,19399,8111,23636,4665,9889,5051,27,4546,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4215,인천공항2터미널,0,0,3779,3350,5243,9329,5976,13896,7226,16922,6288,6287,3124,5857,3377,8126,4152,9883,4114,5428,6541,5528,9788,5793,11349,6034,17413,8355,19999,3908,8914,1713,9197,1691,7167,1651,3641,1024,992,917,1,904,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,공항철도 1호선,4217,영종,12,1,3590,165,11693,2149,16237,3145,12112,4083,8997,3050,7888,2932,6905,3970,6809,3901,5671,3896,5146,4969,5360,7004,6774,7879,6970,9116,4930,14401,3054,15069,2392,7987,2088,9149,1408,7283,763,6861,128,2165,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4126,언주,0,0,1197,1539,2972,11334,7361,22521,10764,69166,9911,51092,9500,25728,10816,13633,12933,12151,13450,15627,15327,12171,18249,12008,25283,11964,42855,12981,61103,15106,30082,11289,16568,7173,13770,6696,9788,5233,3680,3771,700,1248,0,48,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4127,선정릉,2,0,990,1181,3861,7263,8767,20533,10826,69251,8708,53472,7156,23515,8361,14950,10771,12557,11241,13531,12720,12127,13620,10633,18179,11329,33492,13680,59549,15933,32032,11517,16638,7334,14770,6848,11315,6781,4421,4145,816,1401,0,2,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4128,삼성중앙,0,0,877,667,3110,4424,6677,18138,8196,47552,7058,35588,6028,14355,6827,8695,8646,8217,8716,9330,9642,8023,11099,8070,15502,8543,27036,10420,44803,14840,20769,9128,11772,5735,10596,4889,7250,4283,2985,2890,618,889,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4129,봉은사,3,0,1886,1907,5496,14486,10232,43031,11418,121134,10123,87138,11626,46517,16381,39883,22778,36693,28439,37716,33220,33139,41823,28161,54480,25906,78662,27979,111545,27106,53216,17824,38015,9801,36111,8495,23781,6522,6638,3215,811,908,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4130,종합운동장,1,0,1226,197,3745,1975,10714,5767,12298,13160,9081,10084,6220,5318,6568,5070,6768,5831,7180,6884,6695,6283,7213,6671,9166,7751,11440,11758,13589,17255,8213,11861,6417,7003,7807,6592,5785,6054,2683,3848,409,908,0,12,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4131,삼전,9,0,4862,431,7437,2566,22918,4369,36572,13130,23320,8626,12957,6101,10278,6248,11031,7819,10700,8035,9165,8765,9293,10422,10444,12363,12205,18172,15147,28709,7873,23455,6332,14737,5587,13598,4352,12244,1840,7753,361,2662,0,516,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4132,석촌고분,0,0,2997,422,6514,2542,19004,5912,31823,16779,20110,11125,11165,6823,9920,6320,10514,7373,9792,8360,8759,7684,8816,9812,11078,11100,12504,15055,17402,26007,7756,20413,6009,13273,5570,11694,4312,10112,1742,6681,235,2257,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4133,석촌,2,0,3128,434,9771,2572,25877,5732,35029,13326,24971,12263,14973,9230,13109,9940,13940,10691,14268,11879,13074,12067,13448,12847,16247,16704,18021,21990,19102,33546,12669,27408,11312,15209,11260,14441,9561,14654,4116,8267,614,2527,0,2,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4134,송파나루,0,0,2098,286,4544,2211,13880,4716,19702,13347,12654,8933,7659,6040,6673,8195,7608,8254,8064,8877,7753,8178,8248,8507,8951,12196,10136,15831,14276,23406,7915,18357,7698,8222,8152,7583,6236,6806,2409,4264,500,1661,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4135,한성백제,0,0,1054,228,3042,1374,8053,3282,10864,8221,6559,4176,4125,3110,3637,3384,4033,3133,4240,3333,4245,3714,4542,3663,5344,3990,6005,5480,8078,8380,3213,6927,2735,3969,2404,3601,1841,3427,666,2109,115,830,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4136,올림픽공원(한국체대),4,1,1969,663,7533,5630,17494,7085,22369,19821,14917,11023,10123,13835,10260,13585,11791,15485,11745,17541,11812,20020,14175,24545,17532,23224,18406,25720,21657,27151,12371,22431,18228,12864,32388,10977,21666,11296,5992,6709,222,1972,0,24,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4137,둔촌오륜,0,0,432,297,1157,2143,3683,4445,4324,2537,2223,1280,1399,1081,1302,1114,1378,1054,1526,1429,1548,1293,3585,1386,5810,1750,2504,2523,1979,3262,1223,2908,666,1754,672,1669,603,1748,170,834,50,303,0,39,0,0,0,0,2023-04-03 09:45:30
2023-03,9호선2~3단계,4138,중앙보훈병원,1,0,3512,668,17391,10245,49607,13217,51014,21294,30977,14531,21823,14747,19074,9524,16933,11760,12801,14937,16737,12637,19955,13136,20432,14149,22544,20964,15564,35118,6741,30171,4709,16806,4035,16162,2900,16313,1022,9206,139,2096,1,205,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4701,북한산우이,15,1,1567,493,3651,1552,9921,2818,11128,7331,6628,10316,5039,10645,5216,8515,6764,6654,7698,5481,8826,5046,9415,4894,8255,4836,6723,5562,5325,6568,3271,5929,2070,3959,1531,3338,906,2969,469,1814,153,885,0,52,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4702,솔밭공원,11,0,2107,229,4446,1046,11912,1559,12165,3304,7651,2772,5317,2671,5006,3058,4936,3412,4373,4288,3954,4548,4558,4865,4311,5570,3475,6376,2957,8087,1971,8089,1306,5149,911,4420,745,3698,456,2689,60,911,0,9,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4703,4.19민주묘지,5,0,1511,288,3387,865,9792,2057,10979,15546,7093,6596,5729,8962,6216,13421,7095,6937,7925,7090,9107,7129,9360,5604,13612,6181,13993,7001,7962,8276,4292,8267,3318,4924,2428,4726,1397,3851,559,2884,114,777,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4704,가오리,6,1,2694,319,6524,1490,18798,3013,19604,6142,12215,4990,8929,4491,8825,5037,8210,5442,7863,6171,6387,6689,6294,8484,6166,10350,6515,11153,5084,14458,3657,13945,2442,8560,1738,7609,1279,6572,577,3921,211,1247,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4705,화계,5,3,2001,641,4574,1376,15129,2571,15350,5620,9692,5337,6996,4698,6983,4553,7925,5485,7208,5521,5772,5096,5650,6311,5798,7342,4808,8038,4423,11172,3464,10630,2051,6232,1476,5347,1058,4636,499,2983,151,991,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4706,삼양,1,0,1141,464,2801,992,7609,1514,8071,3613,5610,2826,4132,2816,4076,2613,4143,3024,4095,3689,3610,3767,3111,5029,3253,5621,3145,5007,2897,6783,1916,5978,1354,3644,978,3346,503,2903,306,1570,67,528,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4707,삼양사거리,4,1,1374,360,3063,1153,8650,2458,10133,4220,6767,3248,5441,3304,4949,3652,5322,4091,5186,4531,4268,4659,4021,6109,4114,6779,4143,6243,3606,7814,2913,7078,1885,4036,1509,3422,1106,2881,505,1681,127,549,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4708,솔샘,4,4,3280,252,11120,1720,33268,4116,31356,4747,18659,3196,11734,3619,10357,4098,10167,5314,8905,5945,7108,7026,6814,9548,7335,12421,6730,15329,5245,24989,3668,23422,2482,13464,1773,12415,1483,11084,634,6277,151,2358,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4709,북한산보국문,13,2,2529,567,8196,2184,23235,5869,25307,13065,18205,8817,12917,8025,11764,7129,12016,7244,11768,7889,10444,8765,10845,10662,13601,13265,14440,16071,13785,21804,6891,20293,4830,13181,4190,11789,3198,10910,1751,7499,539,2105,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4710,정릉,6,2,1985,504,6147,1715,15587,3608,17855,7931,14287,5539,10492,4954,9241,5404,9803,5920,9293,6327,8201,7077,8152,8852,8474,10987,9045,12622,9143,16536,4955,13497,3343,8349,2750,7404,2389,6515,1140,3710,366,1159,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4711,성신여대입구(돈암),2,0,728,418,1163,1307,4084,4409,7599,11455,5536,7450,4638,6727,5333,7544,5961,7117,6168,7809,6249,8062,6808,7999,8008,9236,8297,10816,9942,13430,7040,8619,6489,5009,7902,3811,6730,2955,3095,2100,790,718,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4712,보문,9,0,544,134,1117,1055,2284,3819,4535,5458,3627,3475,2727,2525,2620,2328,2967,2560,3090,2808,2928,2557,3303,2844,4142,3117,3815,3359,4062,4322,2474,3029,1959,1972,1792,1822,1368,1691,657,1078,170,384,0,4,0,0,0,0,2023-04-03 09:45:30
2023-03,우이신설선,4713,신설동,50,1,897,827,1110,2505,1399,6043,2804,13147,2062,8960,2182,4755,2847,3713,3263,4133,3740,4309,4266,3067,5452,2665,6794,2769,8058,2362,10509,2463,5107,1380,3536,1022,3346,917,2331,1019,946,621,186,510,0,119,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4401,샛강,0,0,345,770,787,3012,1571,11839,2720,26972,2215,10047,1855,4276,1908,3611,2248,3407,2466,3834,3190,3405,4227,3211,5019,3705,10696,3732,18738,4944,6489,2732,4694,1642,4226,1259,3497,1084,1527,629,510,304,1,45,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4402,대방,17,0,1579,325,2075,1137,6339,2864,11156,5319,6223,3524,4623,2330,4834,2508,4541,2947,4882,3412,4538,3163,4783,3243,4643,4009,6092,5004,5991,7387,3491,4837,3128,3306,2945,3371,2228,3159,939,2277,166,785,0,56,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4403,서울지방병무청,0,0,1114,332,2988,1203,9901,4233,13683,6018,7847,3345,6355,2519,5578,2763,5185,4708,4477,4618,4249,4565,5137,5607,4961,6812,4145,7867,4576,11369,2509,8355,1776,5455,1552,5047,1282,4581,471,3167,130,1107,1,1,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4404,보라매,0,0,1482,255,2684,1303,8715,5367,13336,13388,7695,4140,5029,3202,4943,3228,5228,3966,5115,4149,5623,3926,6316,4766,7644,5583,7001,7715,12193,11912,4842,9125,4001,5161,3603,4569,2799,4381,1521,2778,385,913,0,2,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4405,보라매공원,0,0,471,456,1542,1247,6052,4574,6639,8341,4014,3084,3102,2267,3300,2228,3117,2943,3302,3477,3342,3739,4057,3620,4542,4081,4821,4741,6358,6658,2071,4865,1696,3054,1159,2697,1021,2360,381,1400,97,544,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4406,보라매병원,8,0,803,640,2143,4522,7172,15764,8367,50315,8868,22192,9153,11573,10703,8057,8968,9144,9131,11289,11651,10609,14037,7989,13792,7730,24337,8138,35523,10589,10709,8141,7552,4649,4807,3944,3769,3225,1298,1733,189,644,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4407,당곡,0,0,1974,186,3976,1320,13343,3517,19016,8344,11951,5849,7261,4517,7041,4569,7342,5073,7187,5767,6519,6193,6494,7781,7181,8760,7963,10519,9268,17254,5035,13328,4406,7775,2974,7117,2180,6326,1124,4211,247,1444,0,3,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4408,신림,1,0,911,158,1248,539,4014,1459,7272,2753,3944,2869,2548,2386,2609,2921,2841,3269,2855,3856,2633,3656,2834,4900,2966,5155,2942,6908,3259,10998,2546,7344,1910,4136,1701,3481,1341,3174,858,2198,290,832,0,6,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4409,서원,0,0,2145,203,3959,627,14058,1115,20731,2168,12367,1811,6612,1866,5410,2178,5675,2574,5352,3025,4289,3320,3710,5079,3834,5846,3746,7693,3530,11329,2488,11005,2032,7706,1246,6626,967,6441,418,4752,107,1554,0,7,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4410,서울대벤처타운,1,0,5377,251,9153,2575,31874,6012,43094,9337,26093,8170,16402,6651,14569,7393,15757,9655,15520,9838,13471,11148,12708,14168,13769,18436,14374,21443,15262,33157,8968,29160,6199,17585,5143,16119,5445,15917,2208,11759,543,5769,0,110,0,0,0,0,2023-04-03 09:45:30
2023-03,신림선,4411,관악산(서울대),1,2,658,598,1630,1302,5465,4627,6112,13674,3847,16993,3611,15720,4692,8557,6700,6970,8465,7247,9950,5345,12176,4550,12528,3228,10549,3507,8927,4254,3391,3576,2158,2560,1665,2505,1209,2398,502,1618,139,949,1,81,0,0,0,0,2023-04-03 09:45:30
